Conference,Year,Title,DOI,Link,FirstPage,LastPage,PaperType,Abstract,AuthorNames-Deduped,AuthorNames,AuthorAffiliation,InternalReferences,AuthorKeywords,AminerCitationCount,CitationCount_CrossRef,PubsCited_CrossRef,Downloads_Xplore,Award,GraphicsReplicabilityStamp,Keywords,RelevanceScore,KeywordClusters,RefinedKeywordClusters,AllClusters,DominantCluster,Area
InfoVis,2002,"Internet traffic: visualization, discovery, and very large displays",10.1109/infvis.2002.1173140,http://dx.doi.org/10.1109/INFVIS.2002.1173140,3.0,4.0,M,"For a decade, the ruling common wisdom for Internet traffic held that it was everywhere bursty: over periods lasting tens of milliseconds to hundreds, the traffic was either much below its average rate or much above. In other words, the traffic was not smooth, not staying at all times close to its average. It was bursty on the cable running down a street, carrying the merged traffic of a small number of cable modem users in one section of a town. It was bursty on the core fiber of an Internet service provider, carrying the merged traffic of thousands of users from all over the country. The Internet was designed to accommodate the bursty traffic. The routers and switches that forward traffic from one place to the next were designed for burstiness, and Internet service providers allocated traffic loads on the devices based on an assumption of burstiness. Recently, it was discovered that the old common wisdom is not true. Visualization played a fundamental role in the discovery. The old wisdom held up for links with a small numbers of users. But as the number of users increases, the burstiness dissipates, and the traffic becomes smooth. Design of the high-load part of the Internet needs to be rethought. The old wisdom had persisted for high-load links because the databases of traffic measurements from them are immense, and the traffic measurements had not been studied in their fullest detail, which is necessary to see the smoothing. Visualization tools allowed the detail to be seen, and allowed the verification of a mathematical theory that predicts the smoothing. To see the detail, individual visual displays were created that take up an amount of virtual screen real estate measured in hundreds of pages. It is a simple idea: if you have a lot of data, and you want to see it in detail, you need a lot of space. What is needed now is a rich set of ideas and methods for navigating such very large displays.",William S. Cleveland,W.S. Cleveland,"Statistics Research Bell Laboratories, USA",,,1.0,0.0,0.0,179.0,,,designed burstiness internet;visualization tools;measured hundreds;fundamental role;discovered old common,0.7266;0.2822;0.1915;0.0709;0.0657,"[np.int64(-1), -1, -1, -1, -1]",6;-1;-1;-1;-1,6,6,Geospatial Data Analysis
Vis,2007,Efficient Surface Reconstruction using Generalized Coulomb Potentials,10.1109/tvcg.2007.70553,http://dx.doi.org/10.1109/TVCG.2007.70553,1512.0,1519.0,J,"We propose a novel, geometrically adaptive method for surface reconstruction from noisy and sparse point clouds, without orientation information. The method employs a fast convection algorithm to attract the evolving surface towards the data points. The force field in which the surface is convected is based on generalized Coulomb potentials evaluated on an adaptive grid (i.e., an octree) using a fast, hierarchical algorithm. Formulating reconstruction as a convection problem in a velocity field generated by Coulomb potentials offers a number of advantages. Unlike methods which compute the distance from the data set to the implicit surface, which are sensitive to noise due to the very reliance on the distance transform, our method is highly resilient to shot noise since global, generalized Coulomb potentials can be used to disregard the presence of outliers due to noise. Coulomb potentials represent long-range interactions that consider all data points at once, and thus they convey global information which is crucial in the fitting process. Both the spatial and temporal complexities of our spatially-adaptive method are proportional to the size of the reconstructed object, which makes our method compare favorably with respect to previous approaches in terms of speed and flexibility. Experiments with sparse as well as noisy data sets show that the method is capable of delivering crisp and detailed yet smooth surfaces.",Andrei C. Jalba;Jos B. T. M. Roerdink,Andrei C. Jalba;Jos B.T.M. Roerdink,"Institute for Mathematics and Computing Science, University of Groningam, Netherlands;Institute for Mathematics and Computing Science, University of Groningam, Netherlands",,"Surface reconstruction, Implicit surfaces, Octrees, Generalized Coulomb potentials, Polygonization",30.0,14.0,31.0,252.0,,,surface reconstruction;points force field;noise coulomb potentials;convection problem velocity;method highly resilient,0.5867;0.2872;0.2815;0.1798;0.0915,"[np.int64(-1), -1, -1, -1, -1]",76;-1;-1;-1;-1,76,76,Surface Reconstruction Techniques
Vis,2002,Visibility-guided simplification,10.1109/visual.2002.1183784,http://dx.doi.org/10.1109/VISUAL.2002.1183784,267.0,274.0,C,"For some graphics applications, object interiors and hard-to-see regions contribute little to the final images and need not be processed. In this paper, we define a view-independent visibility measure on mesh surfaces based on the visibility function between the surfaces and a surrounding sphere of cameras. We demonstrate the usefulness of this measure with a visibility-guided simplification algorithm. Mesh simplification reduces the polygon counts of 3D models and speeds up the rendering process. Many mesh simplification algorithms are based on sequences of edge collapses that minimize geometric and attribute errors. By combining the surface visibility measure with a geometric error measure, we obtain simplified models with improvement proportional to the number of low visibility regions in the original models.",Eugene Zhang;Greg Turk,E. Zhang;G. Turk,"College of Computing, Georgia Institute of Technology, GVU Center, USA;College of Computing, Georgia Institute of Technology, GVU Center, USA",10.1109/visual.1999.809869;10.1109/visual.2000.885723;10.1109/visual.1999.809869,"Visualization, Visibility, Mesh Simplification, Rendering",72.0,14.0,28.0,179.0,,,mesh simplification algorithms;surface visibility;define view independent;processed paper define;counts,0.6766;0.5100;0.1760;0.0761;0.0399,"[np.int64(-1), np.int64(-1), -1, -1, -1]",79;141;-1;-1;-1,79;141,79,Mesh Simplification Techniques
VAST,2015,Supporting Iterative Cohort Construction with Visual Temporal Queries,10.1109/tvcg.2015.2467622,http://dx.doi.org/10.1109/TVCG.2015.2467622,91.0,100.0,J,"Many researchers across diverse disciplines aim to analyze the behavior of cohorts whose behaviors are recorded in large event databases. However, extracting cohorts from databases is a difficult yet important step, often overlooked in many analytical solutions. This is especially true when researchers wish to restrict their cohorts to exhibit a particular temporal pattern of interest. In order to fill this gap, we designed COQUITO, a visual interface that assists users defining cohorts with temporal constraints. COQUITO was designed to be comprehensible to domain experts with no preknowledge of database queries and also to encourage exploration. We then demonstrate the utility of COQUITO via two case studies, involving medical and social media researchers.",Josua Krause;Adam Perer;Harry Stavropoulos,Josua Krause;Adam Perer;Harry Stavropoulos,NYU;IBM T.J. Watson Research Center;IBM T.J. Watson Research Center,10.1109/tvcg.2011.185;10.1109/vast.2007.4389013;10.1109/vast.2006.261421;10.1109/tvcg.2014.2346682;10.1109/vast.2010.5652890;10.1109/tvcg.2014.2346482;10.1109/tvcg.2013.200;10.1109/tvcg.2013.206;10.1109/tvcg.2009.117;10.1109/infvis.2001.963273;10.1109/tvcg.2012.225;10.1109/tvcg.2013.167;10.1109/tvcg.2011.185,"Visual temporal queries, cohort definition, electronic medical records, information visualization",91.0,66.0,44.0,1021.0,,,users defining cohorts;event databases extracting;encourage exploration demonstrate;coquito visual;wish,0.6543;0.3514;0.3139;0.2251;0.0739,"[np.int64(-1), -1, -1, -1, -1]",25;-1;-1;-1;-1,25,25,Data Interpretation Challenges
Vis,2021,Communicating Visualizations without Visuals: Investigation of Visualization Alternative Text for People with Visual Impairments,10.1109/tvcg.2021.3114846,http://dx.doi.org/10.1109/TVCG.2021.3114846,1095.0,1105.0,J,"Alternative text is critical in communicating graphics to people who are blind or have low vision. Especially for graphics that contain rich information, such as visualizations, poorly written or an absence of alternative texts can worsen the information access inequality for people with visual impairments. In this work, we consolidate existing guidelines and survey current practices to inspect to what extent current practices and recommendations are aligned. Then, to gain more insight into what people want in visualization alternative texts, we interviewed 22 people with visual impairments regarding their experience with visualizations and their information needs in alternative texts. The study findings suggest that participants actively try to construct an image of visualizations in their head while listening to alternative texts and wish to carry out visualization tasks (e.g., retrieve specific values) as sighted viewers would. The study also provides ample support for the need to reference the underlying data instead of visual elements to reduce users' cognitive burden. Informed by the study, we provide a set of recommendations to compose an informative alternative text.",Crescentia Jung;Shubham Mehta;Atharva Kulkarni;Yuhang Zhao 0001;Yea-Seul Kim,Crescentia Jung;Shubham Mehta;Atharva Kulkarni;Yuhang Zhao;Yea-Seul Kim,"University of Wisconsin-Madison, United States;University of Wisconsin-Madison, United States;University of Wisconsin-Madison, United States;University of Wisconsin-Madison, United States;University of Wisconsin-Madison, United States",10.1109/tvcg.2020.3030378;10.1109/tvcg.2018.2865237;10.1109/tvcg.2020.3030378,"accessible visualization,assistive technologies,alternative text for graphics",19.0,36.0,91.0,1903.0,HM,,graphics people blind;informative alternative text;construct;22;tasks retrieve specific,0.6940;0.4303;0.1038;-0.0115;-0.0821,"[np.int64(-1), -1, -1, -1, -1]",-1;-1;-1;-1;-1,,-1,Interactive 3D Visualization
Vis,2024,DG Comics: Semi-Automatically Authoring Graph Comics for Dynamic Graphs,10.1109/tvcg.2024.3456340,http://dx.doi.org/10.1109/TVCG.2024.3456340,973.0,983.0,J,"Comics are an effective method for sequential data-driven storytelling, especially for dynamic graphs—graphs whose vertices and edges change over time. However, manually creating such comics is currently time-consuming, complex, and error-prone. In this paper, we propose DG COMICS, a novel comic authoring tool for dynamic graphs that allows users to semi-automatically build and annotate comics. The tool uses a newly developed hierarchical clustering algorithm to segment consecutive snapshots of dynamic graphs while preserving their chronological order. It also presents rich information on both individuals and communities extracted from dynamic graphs in multiple views, where users can explore dynamic graphs and choose what to tell in comics. For evaluation, we provide an example and report the results of a user study and an expert review.",Joohee Kim;Hyunwook Lee;Duc M. Nguyen;Minjeong Shin;Bum Chul Kwon;Sungahn Ko;Niklas Elmqvist,Joohee Kim;Hyunwook Lee;Duc M. Nguyen;Minjeong Shin;Bum Chul Kwon;Sungahn Ko;Niklas Elmqvist,"UNIST (Ulsan National Institute of Science and Technology), Korea;UNIST (Ulsan National Institute of Science and Technology), Korea;UNIST (Ulsan National Institute of Science and Technology), Korea;UNIST (Ulsan National Institute of Science and Technology), Korea;IBM Research, USA;UNIST (Ulsan National Institute of Science and Technology), Korea;Aarhus University, Denmark",10.1109/tvcg.2010.159;10.1109/tvcg.2011.185;10.1109/tvcg.2020.3030398;10.1109/tvcg.2009.122;10.1109/tvcg.2013.198;10.1109/tvcg.2006.160;10.1109/tvcg.2007.70582;10.1109/tvcg.2022.3209384;10.1109/tvcg.2013.119;10.1109/infvis.2002.1173148;10.1109/tvcg.2010.179;10.1109/tvcg.2015.2468078;10.1109/tvcg.2018.2865232;10.1109/tvcg.2020.3030433;10.1109/tvcg.2021.3114849,"Data-driven storytelling,narrative visualization,,,dynamic graphs,graph comics",,0.0,86.0,185.0,,,data driven storytelling;manually creating comics;hierarchical clustering algorithm;edges change time;complex error,0.5969;0.4829;0.3695;0.1960;-0.0348,"[np.int64(-1), -1, -1, -1, -1]",133;-1;-1;-1;-1,133,133,Storytelling with Data
VAST,2019,explAIner: A Visual Analytics Framework for Interactive and Explainable Machine Learning,10.1109/tvcg.2019.2934629,http://dx.doi.org/10.1109/TVCG.2019.2934629,1064.0,1074.0,J,"We propose a framework for interactive and explainable machine learning that enables users to (1) understand machine learning models; (2) diagnose model limitations using different explainable AI methods; as well as (3) refine and optimize the models. Our framework combines an iterative XAI pipeline with eight global monitoring and steering mechanisms, including quality monitoring, provenance tracking, model comparison, and trust building. To operationalize the framework, we present explAIner, a visual analytics system for interactive and explainable machine learning that instantiates all phases of the suggested pipeline within the commonly used TensorBoard environment. We performed a user-study with nine participants across different expertise levels to examine their perception of our workflow and to collect suggestions to fill the gap between our system and framework. The evaluation confirms that our tightly integrated system leads to an informed machine learning process while disclosing opportunities for further extensions.",Thilo Spinner;Udo Schlegel;Hanna Schäfer;Mennatallah El-Assady,Thilo Spinner;Udo Schlegel;Hanna Schäfer;Mennatallah El-Assady,University of Konstanz;University of Konstanz;University of Konstanz;University of Konstanz,10.1109/tvcg.2017.2744683;10.1109/tvcg.2019.2934654;10.1109/tvcg.2017.2745080;10.1109/tvcg.2018.2864769;10.1109/tvcg.2017.2744718;10.1109/vast.2017.8585720;10.1109/vast.2018.8802509;10.1109/tvcg.2017.2744938;10.1109/tvcg.2016.2598831;10.1109/tvcg.2018.2864812;10.1109/tvcg.2017.2744358;10.1109/tvcg.2016.2598838;10.1109/tvcg.2014.2346481;10.1109/tvcg.2018.2864838;10.1109/tvcg.2018.2865044;10.1109/tvcg.2017.2744158;10.1109/tvcg.2018.2864504;10.1109/tvcg.2017.2744878;10.1109/tvcg.2018.2864499;10.1109/tvcg.2018.2864475;10.1109/vast.2017.8585721;10.1109/tvcg.2017.2744683,"Explainable AI,Interactive Machine Learning,Deep Learning,Visual Analytics,Interpretability,Explainability",143.0,96.0,86.0,7075.0,,,explainable machine learning;commonly used tensorboard;framework evaluation confirms;workflow collect;different,0.7307;0.2816;0.2352;0.1021;0.0171,"[np.int64(-1), -1, -1, -1, -1]",13;-1;-1;-1;-1,13,13,Advanced Machine Learning
InfoVis,2017,Modeling Color Difference for Visualization Design,10.1109/tvcg.2017.2744359,http://dx.doi.org/10.1109/TVCG.2017.2744359,392.0,401.0,J,"Color is frequently used to encode values in visualizations. For color encodings to be effective, the mapping between colors and values must preserve important differences in the data. However, most guidelines for effective color choice in visualization are based on either color perceptions measured using large, uniform fields in optimal viewing environments or on qualitative intuitions. These limitations may cause data misinterpretation in visualizations, which frequently use small, elongated marks. Our goal is to develop quantitative metrics to help people use color more effectively in visualizations. We present a series of crowdsourced studies measuring color difference perceptions for three common mark types: points, bars, and lines. Our results indicate that peoples' abilities to perceive color differences varies significantly across mark types. Probabilistic models constructed from the resulting data can provide objective guidance for designers, allowing them to anticipate viewer perceptions in order to inform effective encoding design.",Danielle Albers Szafir,Danielle Albers Szafir,University of Colorado,10.1109/visual.1995.480803;10.1109/tvcg.2011.185;10.1109/tvcg.2010.154;10.1109/tvcg.2014.2346978;10.1109/tvcg.2016.2598918;10.1109/visual.1996.568118;10.1109/tvcg.2011.194;10.1109/tvcg.2012.279;10.1109/tvcg.2016.2599106;10.1109/tvcg.2016.2599030;10.1109/tvcg.2008.118;10.1109/visual.1995.480803,"Color Perception,Graphical Perception,Color Models,Crowdsourcing",133.0,117.0,55.0,3773.0,BP,,color effectively visualizations;crowdsourced studies measuring;bars lines results;used encode values;types points,0.6930;0.4336;0.2647;0.2129;0.2076,"[np.int64(-1), -1, -1, -1, -1]",131;-1;-1;-1;-1,131,131,Visual Aesthetics
SciVis,2015,PathlinesExplorer ??? Image-based exploration of large-scale pathline fields,10.1109/scivis.2015.7429512,http://dx.doi.org/10.1109/SciVis.2015.7429512,159.0,160.0,M,"PathlinesExplorer is a novel image-based tool, which has been designed to visualize large scale pathline fields on a single computer [7]. PathlinesExplorer integrates explorable images (EI) technique [4] with order-independent transparency (OIT) method [2]. What makes this method different is that it allows users to handle large data on a single workstation. Although it is a view-dependent method, PathlinesExplorer combines both exploration and modification of visual aspects without re-accessing the original huge data. Our approach is based on constructing a per-pixel linked list data structure in which each pixel contains a list of pathline segments. With this view-dependent method, it is possible to filter, color-code, and explore large-scale flow data in real-time. In addition, optimization techniques such as early-ray termination and deferred shading are applied, which further improves the performance and scalability of our approach.",Omniah H. Nagoor;Markus Hadwiger;Madhusudhanan Srinivasan,Omniah H. Nagoor;Markus Hadwiger;Madhusudhanan Srinivasan,KAUST;KAUST;KAUST,,,0.0,0.0,7.0,113.0,,,large scale pathline;exploration modification visual;transparency oit;list data;technique order,0.5781;0.3914;0.2812;0.1481;0.1146,"[np.int64(-1), -1, -1, -1, -1]",126;-1;-1;-1;-1,126,126,Geometric Mesh Processing
InfoVis,2014,PanoramicData: Data Analysis through Pen & Touch,10.1109/tvcg.2014.2346293,http://dx.doi.org/10.1109/TVCG.2014.2346293,2112.0,2121.0,J,"Interactively exploring multidimensional datasets requires frequent switching among a range of distinct but inter-related tasks (e.g., producing different visuals based on different column sets, calculating new variables, and observing the interactions between sets of data). Existing approaches either target specific different problem domains (e.g., data-transformation or data-presentation) or expose only limited aspects of the general exploratory process; in either case, users are forced to adopt coping strategies (e.g., arranging windows or using undo as a mechanism for comparison instead of using side-by-side displays) to compensate for the lack of an integrated suite of exploratory tools. PanoramicData (PD) addresses these problems by unifying a comprehensive set of tools for visual data exploration into a hybrid pen and touch system designed to exploit the visualization advantages of large interactive displays. PD goes beyond just familiar visualizations by including direct UI support for data transformation and aggregation, filtering and brushing. Leveraging an unbounded whiteboard metaphor, users can combine these tools like building blocks to create detailed interactive visual display networks in which each visualization can act as a filter for others. Further, by operating directly on relational-databases, PD provides an approachable visual language that exposes a broad set of the expressive power of SQL including functionally complete logic filtering, computation of aggregates and natural table joins. To understand the implications of this novel approach, we conducted a formative user study with both data and visualization experts. The results indicated that the system provided a fluid and natural user experience for probing multi-dimensional data and was able to cover the full range of queries that the users wanted to pose.",Emanuel Zgraggen;Robert C. Zeleznik;Steven Mark Drucker,Emanuel Zgraggen;Robert Zeleznik;Steven M. Drucker,Brown University;Brown University;Microsoft Research,10.1109/infvis.2000.885086;10.1109/tvcg.2009.162;10.1109/tvcg.2010.164;10.1109/tvcg.2011.251;10.1109/tvcg.2013.191;10.1109/tvcg.2012.275;10.1109/vast.2007.4389013;10.1109/tvcg.2013.150;10.1109/tvcg.2007.70521;10.1109/tvcg.2008.137;10.1109/infvis.2005.1532136;10.1109/tvcg.2007.70594;10.1109/tvcg.2012.204,"Visual analytics, pen and touch, user interfaces, interaction design, coordinated and multiple views",50.0,34.0,38.0,977.0,,,data visualization experts;hybrid pen touch;sql including functionally;unbounded;adopt coping strategies,0.6776;0.2287;0.1924;0.0391;-0.0052,"[np.int64(-1), -1, -1, -1, -1]",97;-1;-1;-1;-1,97,97,Data Visualization
Vis,1999,Hue-balls and lit-tensors for direct volume rendering of diffusion tensor fields,10.1109/visual.1999.809886,http://dx.doi.org/10.1109/VISUAL.1999.809886,183.0,524.0,C,"With the development of magnetic resonance imaging techniques for acquiring diffusion tensor data from biological tissue, visualization of tensor data has become a new research focus. The diffusion tensor describes the directional dependence of water molecules' diffusion and can be represented by a three-by-three symmetric matrix. Visualization of second-order tensor fields is difficult because the data values have many degrees of freedom. Existing visualization techniques are best at portraying the tensor's properties over a two-dimensional field, or over a small subset of locations within a three-dimensional field. A means of visualizing the global structure in measured diffusion tensor data is needed. We propose the use of direct volume rendering, with novel approaches for the tensors' coloring, lighting, and opacity assignment. Hue-balls use a two-dimensional colormap on the unit sphere to illustrate the tensor's action as a linear operator. Lit-tensors provide a lighting model for tensors which includes as special cases both lit-lines (from streamline vector visualization) and standard Phong surface lighting. Together with an opacity assignment based on a novel two-dimensional barycentric space of anisotropy, these methods are shown to produce informative renderings of measured diffusion tensor data from the human brain.",Gordon L. Kindlmann;David M. Weinstein,G. Kindlmann;D. Weinstein,"Scientific Computing and Imaging, Department of Computer Science, University of Utah, USA;Scientific Computing and Imaging, Department of Computer Science, University of Utah, USA",10.1109/visual.1990.146373;10.1109/visual.1992.235193;10.1109/visual.1996.567777;10.1109/visual.1998.745294;10.1109/visual.1990.146373,,143.0,48.0,22.0,115.0,BP,,tissue visualization tensor;coloring lighting opacity;dependence water molecules;linear operator lit;cases,0.6826;0.2823;0.1955;0.0931;0.0021,"[np.int64(-1), -1, -1, -1, -1]",40;-1;-1;-1;-1,40,40,Tensor MRI Visualization
Vis,2002,Case study: Visual debugging of finite element codes,10.1109/visual.2002.1183819,http://dx.doi.org/10.1109/VISUAL.2002.1183819,517.0,520.0,C,"We present an innovative application developed at Sandia National Laboratories for visual debugging of unstructured finite element physics codes. Our tool automatically locates anomalous regions, such as inverted elements or nodes whose variable values lie outside a prescribed range, then extracts mesh subsets around these features for detailed examination. The subsets are viewed using color coding of variable values superimposed on the mesh structure. This allows the values and their relative spatial locations within the mesh to be correlated at a glance. Both topological irregularities and hot spots within the data stand out visually, allowing the user to explore the exact numeric values of the grid at surrounding points over time. We demonstrate the utility of this approach by debugging a cell inversion in a simulation of an exploding wire.",Patricia Crossno;David H. Rogers 0001;Christopher J. Garasi,P. Crossno;D.H. Rogers;C.J. Garasi,"Sandia National Laboratories, Albuquerque, NM, USA;Sandia National Laboratories, Albuquerque, NM, USA;Sandia National Laboratories, Albuquerque, NM, USA",10.1109/visual.1999.809919;10.1109/visual.2001.964543;10.1109/visual.1999.809919,"visual debugging, parallel finite element codes and simulations",10.0,5.0,9.0,86.0,,,visual debugging unstructured;element physics codes;mesh correlated;exploding wire;points time,0.6117;0.4480;0.3673;0.3283;-0.0530,"[np.int64(-1), -1, -1, -1, -1]",146;-1;-1;-1;-1,146,146,Visualization Techniques
Vis,1996,Generation of Transfer Functions with Stochastic Search Technique,10.1109/visual.1996.568113,http://dx.doi.org/10.1109/VISUAL.1996.568113,227.0,234.0,C,"This paper presents a novel approach to assist the user in exploring appropriate transfer functions for the visualization of volumetric datasets. The search for a transfer function is treated as a parameter optimization problem and addressed with stochastic search techniques. Starting from an initial population of (random or pre-defined) transfer functions, the evolution of the stochastic algorithms is controlled by either direct user selection of intermediate images or automatic fitness evaluation using user-specified objective functions. This approach essentially shields the user from the complex and tedious ""trial and error"" approach, and demonstrates effective and convenient generation of transfer functions.",Taosong He;Lichan Hong;Arie E. Kaufman;Hanspeter Pfister,Taosong He;Lichan Hong;A. Kaufman;H. Pfister,"Department of Computer Science
State University of New York at Stony Brook, Stony Brook, NY;State University of New York at Stony Brook, Stony Brook, NY;State University of New York at Stony Brook, Stony Brook, NY;State University of New York at Stony Brook, Stony Brook, NY",,,342.0,7.0,0.0,200.0,,,visualization volumetric datasets;transfer functions evolution;search techniques starting;images automatic;user specified,0.5504;0.3922;0.2734;0.2519;0.1449,"[np.int64(-1), -1, -1, -1, -1]",55;-1;-1;-1;-1,55,55,Volumetric Data Visualization
Vis,2002,Interactive visualization of complex plant ecosystems,10.1109/visual.2002.1183778,http://dx.doi.org/10.1109/VISUAL.2002.1183778,219.0,226.0,C,"We present a method for interactive rendering of large outdoor scenes. Complex polygonal plant models and whole plant populations are represented by relatively small sets of point and line primitives. This enables us to show landscapes faithfully using only a limited percentage of primitives. In addition, a hierarchical data structure allows us to smoothly reduce the geometrical representation to any desired number of primitives. The scene is hierarchically divided into local portions of geometry to achieve large reduction factors for distant regions. Additionally, the data reduction is adapted to the visual importance of geometric objects. This allows us to maintain the visual fidelity of the representation while reducing most of the geometry drastically. With our system, we are able to interactively render very complex landscapes with good visual quality.",Oliver Deussen;Carsten Colditz;Marc Stamminger;George Drettakis,O. Deussen;C. Colditz;M. Stamminger;G. Drettakis,"Faculty of Computer Science, Dresden University of Technology, Germany;Faculty of Computer Science, Dresden University of Technology, Germany;Bauhaus Universitat Weimar, Germany;Sophia Antipolis, REVES/INRIA, France",10.1109/visual.1997.663860;10.1109/visual.2001.964491;10.1109/visual.2001.964492;10.1109/visual.1997.663860,"Synthetic Plants, Ecosystems, Point-based rendering, Level-of-detail Algorithms",261.0,33.0,24.0,313.0,,,render complex landscapes;data reduction;number primitives;drastically;sets point line,0.6706;0.2678;0.1492;0.1162;0.0363,"[np.int64(-1), -1, -1, -1, -1]",132;-1;-1;-1;-1,132,132,Geographic Visualization Techniques
Vis,2005,The magic volume lens: an interactive focus+context technique for volume rendering,10.1109/visual.2005.1532818,http://dx.doi.org/10.1109/VISUAL.2005.1532818,367.0,374.0,C,"The size and resolution of volume datasets in science and medicine are increasing at a rate much greater than the resolution of the screens used to view them. This limits the amount of data that can be viewed simultaneously, potentially leading to a loss of overall context of the data when the user views or zooms into a particular area of interest. We propose a focus+context framework that uses various standard and advanced magnification lens rendering techniques to magnify the features of interest, while compressing the remaining volume regions without clipping them away completely. Some of these lenses can be interactively configured by the user to specify the desired magnification patterns, while others are feature-adaptive. All our lenses are accelerated on the GPU. They allow the user to interactively manage the available screen area, dedicating more area to the more resolution-important features.",Lujin Wang;Ye Zhao 0004;Klaus Mueller 0001;Arie E. Kaufman,L. Wang;Y. Zhao;K. Mueller;A. Kaufman,"Center for Visual Computing, Computer Science, Stony Brook University, USA;Center for Visual Computing, Computer Science, Stony Brook University, USA;Center for Visual Computing, Computer Science, Stony Brook University, USA;Center for Visual Computing, Computer Science, Stony Brook University, USA",10.1109/infvis.1997.636786;10.1109/infvis.1996.559215;10.1109/infvis.1996.559214;10.1109/visual.2001.964552;10.1109/visual.2003.1250386;10.1109/visual.2003.1250384;10.1109/visual.2004.48;10.1109/visual.2003.1250400;10.1109/visual.2000.885697;10.1109/infvis.1997.636786,"Focus+Context Techniques,Lens,Volume Rendering, Hardware-assisted Volume Rendering",186.0,28.0,25.0,636.0,,,rendering techniques magnify;remaining volume regions;science medicine;gpu allow;context data user,0.6037;0.3386;0.2320;0.2275;0.1354,"[np.int64(-1), -1, -1, -1, -1]",43;-1;-1;-1;-1,43,43,Illustrative Rendering Techniques
SciVis,2015,Adaptive Multilinear Tensor Product Wavelets,10.1109/tvcg.2015.2467412,http://dx.doi.org/10.1109/TVCG.2015.2467412,985.0,994.0,J,"Many foundational visualization techniques including isosurfacing, direct volume rendering and texture mapping rely on piecewise multilinear interpolation over the cells of a mesh. However, there has not been much focus within the visualization community on techniques that efficiently generate and encode globally continuous functions defined by the union of multilinear cells. Wavelets provide a rich context for analyzing and processing complicated datasets. In this paper, we exploit adaptive regular refinement as a means of representing and evaluating functions described by a subset of their nonzero wavelet coefficients. We analyze the dependencies involved in the wavelet transform and describe how to generate and represent the coarsest adaptive mesh with nodal function values such that the inverse wavelet transform is exactly reproduced via simple interpolation (subdivision) over the mesh elements. This allows for an adaptive, sparse representation of the function with on-demand evaluation at any point in the domain. We focus on the popular wavelets formed by tensor products of linear B-splines, resulting in an adaptive, nonconforming but crack-free quadtree (2D) or octree (3D) mesh that allows reproducing globally continuous functions via multilinear interpolation over its cells.",Kenneth Weiss 0001;Peter Lindstrom 0001,Kenneth Weiss;Peter Lindstrom,Lawrence Livermore National Laboratory;Lawrence Livermore National Laboratory,10.1109/tvcg.2010.145;10.1109/visual.1997.663860;10.1109/visual.2002.1183810;10.1109/tvcg.2011.252;10.1109/visual.1996.568127;10.1109/tvcg.2009.186;10.1109/tvcg.2010.145,"Multilinear interpolation, adaptive wavelets, multiresolution models, octrees, continuous reconstruction",6.0,5.0,51.0,591.0,,,interpolation subdivision mesh;popular wavelets formed;rendering texture;continuous functions multilinear;rich context,0.5703;0.3614;0.2497;0.2214;0.0683,"[np.int64(-1), -1, -1, -1, -1]",78;-1;-1;-1;-1,78,78,Mesh Refinement Techniques
Vis,1991,Realistic volume imaging,10.1109/visual.1991.175805,http://dx.doi.org/10.1109/VISUAL.1991.175805,226.0,,C,"A set of volume visualization tools that are based on the use of recursive ray tracing as the primary vehicle for realistic volume imaging is presented. The tools include shadows, mirrors, specularity, and constructive solid geometry. The underlying representation for the ray tracer is a 3-D raster of voxels that holds the discrete form of the scene. Unlike traditional volume rendering techniques, the discrete recursive ray tracer models many illumination phenomena by traversing discrete rays in voxel space. The approach provides true ray tracing of sampled or computed datasets, as well as ray tracing of hybrid scenes where sampled or computed data are intermixed with geometric models and enhances the understanding of complex biomedical datasets.&lt;&lt;ETX&gt;&gt;",Roni Yagel;Arie E. Kaufman;Qiang Zhang,R. Yagel;A. Kaufman;Q. Zhang,"Department of Computer Science, State University of New York, Stony Brook, Stony Brook, NY, USA;Department of Computer Science, State University of New York, Stony Brook, Stony Brook, NY, USA;Department of Computer Science, State University of New York, Stony Brook, Stony Brook, NY, USA",,,52.0,11.0,24.0,74.0,,,volume visualization;biomedical datasets;ray;shadows mirrors specularity;discrete recursive,0.6870;0.3172;0.2952;0.2622;0.1259,"[np.int64(-1), -1, -1, -1, -1]",54;-1;-1;-1;-1,54,54,Volume Visualization Techniques
