Conference,Year,Title,DOI,Link,FirstPage,LastPage,PaperType,Abstract,AuthorNames-Deduped,AuthorNames,AuthorAffiliation,InternalReferences,AuthorKeywords,AminerCitationCount,CitationCount_CrossRef,PubsCited_CrossRef,Downloads_Xplore,Award,GraphicsReplicabilityStamp,Keywords,RelevanceScore,KeywordClusters,RefinedKeywordClusters,AllClusters,DominantCluster,Area
Vis,2024,Motion-Based Visual Encoding Can Improve Performance on Perceptual Tasks with Dynamic Time Series,10.1109/tvcg.2024.3456405,http://dx.doi.org/10.1109/TVCG.2024.3456405,163.0,173.0,J,"Dynamic data visualizations can convey large amounts of information over time, such as using motion to depict changes in data values for multiple entities. Such dynamic displays put a demand on our visual processing capacities, yet our perception of motion is limited. Several techniques have been shown to improve the processing of dynamic displays. Staging the animation to sequentially show steps in a transition and tracing object movement by displaying trajectory histories can improve processing by reducing the cognitive load. In this paper, We examine the effectiveness of staging and tracing in dynamic displays. We showed participants animated line charts depicting the movements of lines and asked them to identify the line with the highest mean and variance. We manipulated the animation to display the lines with or without staging, tracing and history, and compared the results to a static chart as a control. Results showed that tracing and staging are preferred by participants, and improve their performance in mean and variance tasks respectively. They also preferred display time 3 times shorter when staging is used. Also, encoding animation speed with mean and variance in congruent tasks is associated with higher accuracy. These findings help inform real-world best practices for building dynamic displays. The supplementary materials can be found at https://osf.io/8c95v/",Songwen Hu;Ouxun Jiang;Jeffrey Riedmiller;Cindy Xiong Bearfield,Songwen Hu;Ouxun Jiang;Jeffrey Riedmiller;Cindy Xiong Bearfield,"Georgia Tech., USA;Northwestern University, USA;Dolby Laboratories, USA;Georgia Tech., USA",10.1109/infvis.1999.801854;10.1109/tvcg.2019.2934397;10.1109/tvcg.2019.2934288;10.1109/tvcg.2014.2346424;10.1109/vast.2012.6400552;10.1109/tvcg.2020.3029413;10.1109/tvcg.2007.70539;10.1109/tvcg.2018.2864909;10.1109/tvcg.2013.191;10.1109/tvcg.2018.2865193;10.1109/tvcg.2008.125;10.1109/tvcg.2018.2865147;10.1109/tvcg.2020.3030418;10.1109/infvis.2001.963279;10.1109/tvcg.2022.3209369,"Animation,Dynamic Displays,,,Perception,Motion,Analytic Tasks",,0.0,56.0,130.0,,,animated line charts;processing reducing cognitive;tracing staging preferred;highest mean variance;materials https,0.6243;0.3407;0.1860;0.0798;0.0170,"[np.int64(-1), -1, -1, -1, -1]",-1;-1;-1;-1;-1,,-1,3D Medical Visualization
Vis,2024,Defogger: A Visual Analysis Approach for Data Exploration of Sensitive Data Protected by Differential Privacy,10.1109/tvcg.2024.3456304,http://dx.doi.org/10.1109/TVCG.2024.3456304,448.0,458.0,J,"Differential privacy ensures the security of individual privacy but poses challenges to data exploration processes because the limited privacy budget incapacitates the flexibility of exploration and the noisy feedback of data requests leads to confusing uncertainty. In this study, we take the lead in describing corresponding exploration scenarios, including underlying requirements and available exploration strategies. To facilitate practical applications, we propose a visual analysis approach to the formulation of exploration strategies. Our approach applies a reinforcement learning model to provide diverse suggestions for exploration strategies according to the exploration intent of users. A novel visual design for representing uncertainty in correlation patterns is integrated into our prototype system to support the proposed approach. Finally, we implemented a user study and two case studies. The results of these studies verified that our approach can help develop strategies that satisfy the exploration intent of users.",Xumeng Wang;Shuangcheng Jiao;Chris Bryan,Xumeng Wang;Shuangcheng Jiao;Chris Bryan,"DISSec, Nankai University, China;DISSec, Nankai University, China;SCAI, Arizona State University, USA",10.1109/tvcg.2018.2865040;10.1109/tvcg.2013.124;10.1109/tvcg.2015.2467199;10.1109/tvcg.2017.2743959;10.1109/tvcg.2018.2864889;10.1109/tvcg.2023.3327195;10.1109/tvcg.2018.2865027;10.1109/tvcg.2023.3326929;10.1109/tvcg.2009.114;10.1109/vast50239.2020.00006;10.1109/tvcg.2017.2745139;10.1109/tvcg.2015.2467191;10.1109/tvcg.2020.3030369;10.1109/tvcg.2022.3209391,"Differential privacy,Visual data analysis,,,Data exploration,Visualization for uncertainty illustration",,0.0,44.0,176.0,,,data exploration;privacy budget incapacitates;representing uncertainty correlation;intent users novel;available,0.6115;0.4134;0.2617;0.2232;-0.0658,"[np.int64(-1), np.int64(-1), -1, -1, -1]",7;-1;-1;-1;-1,7,7,Information Exploration
Vis,2024,SimpleSets: Capturing Categorical Point Patterns with Simple Shapes,10.1109/tvcg.2024.3456168,http://dx.doi.org/10.1109/TVCG.2024.3456168,262.0,271.0,J,"Points of interest on a map such as restaurants, hotels, or subway stations, give rise to categorical point data: data that have a fixed location and one or more categorical attributes. Consequently, recent years have seen various set visualization approaches that visually connect points of the same category to support users in understanding the spatial distribution of categories. Existing methods use complex and often highly irregular shapes to connect points of the same category, leading to high cognitive load for the user. In this paper we introduce SimpleSets, which uses simple shapes to enclose categorical point patterns, thereby providing a clean overview of the data distribution. SimpleSets is designed to visualize sets of points with a single categorical attribute; as a result, the point patterns enclosed by SimpleSets form a partition of the data. We give formal definitions of point patterns that correspond to simple shapes and describe an algorithm that partitions categorical points into few such patterns. Our second contribution is a rendering algorithm that transforms a given partition into a clean set of shapes resulting in an aesthetically pleasing set visualization. Our algorithm pays particular attention to resolving intersections between nearby shapes in a consistent manner. We compare SimpleSets to the state-of-the-art set visualizations using standard datasets from the literature.",Steven van den Broek;Wouter Meulemans;Bettina Speckmann,Steven van den Broek;Wouter Meulemans;Bettina Speckmann,"TU Eindhoven, the Netherlands;TU Eindhoven, the Netherlands;TU Eindhoven, the Netherlands",10.1109/tvcg.2011.186;10.1109/tvcg.2009.122;10.1109/infvis.2005.1532126;10.1109/tvcg.2010.210;10.1109/tvcg.2006.122;10.1109/tvcg.2021.3114761,"Set visualization,geographic visualization,,,algorithms",,0.0,32.0,156.0,,X,pleasing set visualization;map restaurants;category support users;irregular;definitions,0.6297;0.4239;0.1491;0.1442;0.0990,"[np.int64(-1), np.int64(-1), -1, -1, -1]",2;-1;-1;-1;-1,2,2,Set Visualization
Vis,2011,Visualization of AMR Data With Multi-Level Dual-Mesh Interpolation,10.1109/tvcg.2011.252,http://dx.doi.org/10.1109/TVCG.2011.252,1862.0,1871.0,J,"We present a new technique for providing interpolation within cell-centered Adaptive Mesh Refinement (AMR) data that achieves C&lt;sup&gt;0&lt;/sup&gt; continuity throughout the 3D domain. Our technique improves on earlier work in that it does not require that adjacent patches differ by at most one refinement level. Our approach takes the dual of each mesh patch and generates ""stitching cells"" on the fly to fill the gaps between dual meshes. We demonstrate applications of our technique with data from Enzo, an AMR cosmological structure formation simulation code. We show ray-cast visualizations that include contributions from particle data (dark matter and stars, also output by Enzo) and gridded hydrodynamic data. We also show results from isosurface studies, including surfaces in regions where adjacent patches differ by more than one refinement level.",Patrick J. Moran;David A. Ellsworth,Patrick Moran;David Ellsworth,"NASA Ames Research Center, USA;Computer Sciences Corporation, NASA Ames, USA",10.1109/visual.1991.175782;10.1109/tvcg.2009.149;10.1109/visual.2002.1183820;10.1109/visual.1991.175782,"Adaptive mesh refinement, AMR, Enzo, interpolation, ray casting, isosurfaces, dual meshes, stitching cells",17.0,14.0,22.0,576.0,,,adaptive mesh refinement;amr cosmological;cast visualizations include;gaps;cell centered,0.6673;0.3243;0.2032;0.1550;0.1151,"[np.int64(-1), -1, -1, -1, -1]",3;-1;-1;-1;-1,3,3,Surface Reconstruction Techniques
Vis,2024,Curio: A Dataflow-Based Framework for Collaborative Urban Visual Analytics,10.1109/tvcg.2024.3456353,http://dx.doi.org/10.1109/TVCG.2024.3456353,1224.0,1234.0,J,"Over the past decade, several urban visual analytics systems and tools have been proposed to tackle a host of challenges faced by cities, in areas as diverse as transportation, weather, and real estate. Many of these tools have been designed through collaborations with urban experts, aiming to distill intricate urban analysis workflows into interactive visualizations and interfaces. However, the design, implementation, and practical use of these tools still rely on siloed approaches, resulting in bespoke systems that are difficult to reproduce and extend. At the design level, these tools undervalue rich data workflows from urban experts, typically treating them only as data providers and evaluators. At the implementation level, they lack interoperability with other technical frameworks. At the practical use level, they tend to be narrowly focused on specific fields, inadvertently creating barriers to cross-domain collaboration. To address these gaps, we present Curio, a framework for collaborative urban visual analytics. Curio uses a dataflow model with multiple abstraction levels (code, grammar, GUI elements) to facilitate collaboration across the design and implementation of visual analytics components. The framework allows experts to intertwine data preprocessing, management, and visualization stages while tracking the provenance of code and visualizations. In collaboration with urban experts, we evaluate Curio through a diverse set of usage scenarios targeting urban accessibility, urban microclimate, and sunlight access. These scenarios use different types of data and domain methodologies to illustrate Curio's flexibility in tackling pressing societal challenges. Curio is available at urbantk.org/curio.",Gustavo Moreira;Maryam Hosseini;Carolina Veiga Ferreira de Souza;Lucas Alexandre;Nicola Colaninno;Daniel de Oliveira 0001;Nivan Ferreira;Marcos Lage;Fabio Miranda 0001,Gustavo Moreira;Maryam Hosseini;Carolina Veiga;Lucas Alexandre;Nicola Colaninno;Daniel de Oliveira;Nivan Ferreira;Marcos Lage;Fabio Miranda,"University of Illinois, USA;University of California, Berkeley, and the Massachusetts Institute of Technology, USA;University of Illinois Urbana-Champaign, USA;Universidade Federal Fluminense, Brazil;Politecnico di Milano, Italy;Universidade Federal Fluminense, Brazil;Universidade Federal de Pernambuco, Brazil;Universidade Federal Fluminense, Brazil;University of Illinois, USA",10.1109/tvcg.2018.2865040;10.1109/tvcg.2017.2743990;10.1109/visual.2005.1532788;10.1109/tvcg.2019.2934670;10.1109/vast.2015.7347636;10.1109/tvcg.2013.226;10.1109/tvcg.2021.3114876;10.1109/tvcg.2016.2598585;10.1109/tvcg.2023.3326598;10.1109/tvcg.2022.3209474;10.1109/tvcg.2016.2599030;10.1109/tvcg.2017.2743938;10.1109/tvcg.2022.3209360;10.1109/tvcg.2016.2598497,"Urban analytics,urban data,,,spatial data,dataflow,provenance,visualization framework,visualization system",,0.0,75.0,171.0,,,urban visual analytics;bespoke systems difficult;microclimate sunlight;curio flexibility tackling;specific fields inadvertently,0.7834;0.1591;0.1220;0.0119;-0.0103,"[np.int64(-1), -1, -1, -1, -1]",8;-1;-1;-1;-1,8,8,Geospatial Visual Analytics
Vis,2022,MosaicSets: Embedding Set Systems into Grid Graphs,10.1109/tvcg.2022.3209485,http://dx.doi.org/10.1109/TVCG.2022.3209485,875.0,885.0,J,"Visualizing sets of elements and their relations is an important research area in information visualization. In this paper, we present MosaicSets: a novel approach to create Euler-like diagrams from non-spatial set systems such that each element occupies one cell of a regular hexagonal or square grid. The main challenge is to find an assignment of the elements to the grid cells such that each set constitutes a contiguous region. As use case, we consider the research groups of a university faculty as elements, and the departments and joint research projects as sets. We aim at finding a suitable mapping between the research groups and the grid cells such that the department structure forms a base map layout. Our objectives are to optimize both the compactness of the entirety of all cells and of each set by itself. We show that computing the mapping is NP-hard. However, using integer linear programming we can solve real-world instances optimally within a few seconds. Moreover, we propose a relaxation of the contiguity requirement to visualize otherwise non-embeddable set systems. We present and discuss different rendering styles for the set overlays. Based on a case study with real-world data, our evaluation comprises quantitative measures as well as expert interviews.",Peter Rottmann;Markus Wallinger;Annika Bonerath;Sven Gedicke;Martin Nöllenburg;Jan-Henrik Haunert,Peter Rottmann;Markus Wallinger;Annika Bonerath;Sven Gedicke;Martin Nöllenburg;Jan-Henrik Haunert,"Geoinformation Group of the University of Bonn, Germany;Algorithms and Complexity Group of the Technical University of Vienna, Austria;Geoinformation Group of the University of Bonn, Germany;Geoinformation Group of the University of Bonn, Germany;Algorithms and Complexity Group of the Technical University of Vienna, Austria;Geoinformation Group of the University of Bonn, Germany",10.1109/tvcg.2011.186;10.1109/tvcg.2009.122;10.1109/tvcg.2020.3030475;10.1109/tvcg.2021.3114834;10.1109/tvcg.2014.2346248;10.1109/tvcg.2016.2598542;10.1109/tvcg.2020.3028953;10.1109/tvcg.2012.199;10.1109/tvcg.2010.210;10.1109/tvcg.2014.2346249;10.1109/tvcg.2008.165;10.1109/tvcg.2011.186,"Set Visualization,Euler Diagram,Integer Linear Programming,Hypergraph",,4.0,66.0,504.0,,,visualizing sets;layout objectives optimize;base map;groups university faculty;integer linear,0.6362;0.3083;0.2748;0.2368;0.0502,"[np.int64(-1), -1, -1, -1, -1]",2;-1;-1;-1;-1,2,2,Set Visualization
VAST,2016,Supporting visual exploration for multiple users in large display environments,10.1109/vast.2016.7883506,http://dx.doi.org/10.1109/VAST.2016.7883506,1.0,10.0,C,"We present a design space exploration of interaction techniques for supporting multiple collaborators exploring data on a shared large display. Our proposed solution is based on users controlling individual lenses using both explicit gestures as well as proxemics: the spatial relations between people and physical artifacts such as their distance, orientation, and movement. We discuss different design considerations for implicit and explicit interactions through the lens, and evaluate the user experience to find a balance between the implicit and explicit interaction styles. Our findings indicate that users favor implicit interaction through proxemics for navigation and collaboration, but prefer using explicit mid-air gestures to perform actions that are perceived to be direct, such as terminating a lens composition. Based on these results, we propose a hybrid technique utilizing both proxemics and mid-air gestures, along with examples applying this technique to other datasets. Finally, we performed a usability evaluation of the hybrid technique and observed user performance improvements in the presence of both implicit and explicit interaction styles.",Sriram Karthik Badam;Fereshteh Amini;Niklas Elmqvist;Pourang Irani,Sriram Karthik Badam;Fereshteh Amini;Niklas Elmqvist;Pourang Irani,"University of Maryland, College Park, MD, USA;University of Manitoba, Winnipeg, MB, Canada;University of Maryland, College Park, MD, USA;University of Manitoba, Winnipeg, MB, Canada",10.1109/tvcg.2013.166;10.1109/tvcg.2009.162;10.1109/tvcg.2013.163;10.1109/tvcg.2011.185;10.1109/tvcg.2013.166,,34.0,27.0,41.0,885.0,,,interaction techniques supporting;distance orientation;terminating lens;proxemics mid air;shared large,0.6070;0.2646;0.1772;0.1621;0.1538,"[np.int64(-1), -1, -1, -1, -1]",-1;-1;-1;-1;-1,,-1,3D Medical Visualization
Vis,2024,Visual Support for the Loop Grafting Workflow on Proteins,10.1109/tvcg.2024.3456401,http://dx.doi.org/10.1109/TVCG.2024.3456401,580.0,590.0,J,"In understanding and redesigning the function of proteins in modern biochemistry, protein engineers are increasingly focusing on exploring regions in proteins called loops. Analyzing various characteristics of these regions helps the experts design the transfer of the desired function from one protein to another. This process is denoted as loop grafting. We designed a set of interactive visualizations that provide experts with visual support through all the loop grafting pipeline steps. The workflow is divided into several phases, reflecting the steps of the pipeline. Each phase is supported by a specific set of abstracted 2D visual representations of proteins and their loops that are interactively linked with the 3D View of proteins. By sequentially passing through the individual phases, the user shapes the list of loops that are potential candidates for loop grafting. Finally, the actual in-silico insertion of the loop candidates from one protein to the other is performed, and the results are visually presented to the user. In this way, the fully computational rational design of proteins and their loops results in newly designed protein structures that can be further assembled and tested through in-vitro experiments. We showcase the contribution of our visual support design on a real case scenario changing the enantiomer selectivity of the engineered enzyme. Moreover, we provide the readers with the experts' feedback.",Filip Opálený;Pavol Ulbrich;Joan Planas-Iglesias;Jan Byska;Jan Stourac;David Bednár;Katarína Furmanová;Barbora Kozlíková,Filip Opálený;Pavol Ulbrich;Joan Planas-Iglesias;Jan Byška;Jan Štourač;David Bednář;Katarína Furmanová;Barbora Kozlíková,"Department of Visual Computing, Faculty of Informatics, Masaryk University, Brno, Czech Republic;Department of Visual Computing, Faculty of Informatics, Masaryk University, Brno, Czech Republic;Department of Experimental Biology and RECETOX, Loschmidt Laboratories, Faculty of Science, Masaryk University, Brno, Czech Republic;Department of Visual Computing, Faculty of Informatics, Masaryk University, Brno, Czech Republic;Department of Experimental Biology and RECETOX, Loschmidt Laboratories, Faculty of Science, Masaryk University, Brno, Czech Republic;Department of Experimental Biology and RECETOX, Loschmidt Laboratories, Faculty of Science, Masaryk University, Brno, Czech Republic;Department of Visual Computing, Faculty of Informatics, Masaryk University, Brno, Czech Republic;Department of Visual Computing, Faculty of Informatics, Masaryk University, Brno, Czech Republic",10.1109/tvcg.2016.2598544;10.1109/tvcg.2009.111;10.1109/tvcg.2020.3030438;10.1109/tvcg.2012.213;10.1109/tvcg.2022.3209434,"Protein visualization,protein engineering,,,loop grafting,abstract views",,0.0,59.0,127.0,HM,,design proteins loops;interactive visualizations provide;grafting;actual;divided phases reflecting,0.6395;0.4680;0.2552;0.0055;-0.0389,"[np.int64(-1), np.int64(-1), -1, -1, -1]",-1;9;-1;-1;-1,9,9,Data Visualization Tools
Vis,1995,Interval set: a volume rendering technique generalizing isosurface extraction,10.1109/visual.1995.480789,http://dx.doi.org/10.1109/VISUAL.1995.480789,3.0,,C,"A scalar volume V={(x,f(x))|x/spl isin/R} is described by a function f(x) defined over some region R of the three dimensional space. The paper presents a simple technique for rendering interval sets of the form I/sub g/(a,b)={(x,f(x))|a/spl les/g(x)/spl les/b}, where a and b are either real numbers of infinities. We describe an algorithm for triangulating interval sets as /spl alpha/ shapes, which can be accurately and efficiently rendered as surfaces or semi transparent clouds. On the theoretical side, interval sets provide an unified approach to isosurface extraction and direct volume rendering. On the practical side, interval sets add flexibility to scalar volume visualization-we may choose to, for example, have an interactive, high quality display of the volume surrounding or ""inside"" an isosurface when such display for the entire volume is too expensive to produce.",Baining Guo,Baining Guo,"Department of Computer Science, University of Toronto, Toronto, ONT, Canada",,,57.0,8.0,22.0,100.0,,,volume visualization;infinities algorithm triangulating;approach isosurface extraction;theoretical interval sets;unified,0.6629;0.4109;0.4096;0.3593;0.0388,"[np.int64(-1), np.int64(-1), np.int64(-1), np.int64(-1), -1]",4;-1;3;-1;-1,3;4,4,Volume Rendering Techniques
Vis,2006,Feature Aligned Volume Manipulation for Illustration and Visualization,10.1109/tvcg.2006.144,http://dx.doi.org/10.1109/TVCG.2006.144,1069.0,1076.0,J,"In this paper we describe a GPU-based technique for creating illustrative visualization through interactive manipulation of volumetric models. It is partly inspired by medical illustrations, where it is common to depict cuts and deformation in order to provide a better understanding of anatomical and biological structures or surgical processes, and partly motivated by the need for a real-time solution that supports the specification and visualization of such illustrative manipulation. We propose two new feature aligned techniques, namely surface alignment and segment alignment, and compare them with the axis-aligned techniques which were reported in previous work on volume manipulation. We also present a mechanism for defining features using texture volumes, and methods for computing correct normals for the deformed volume in respect to different alignments. We describe a GPU-based implementation to achieve real-time performance of the techniques and a collection of manipulation operators including peelers, retractors, pliers and dilators which are adaptations of the metaphors and tools used in surgical procedures and medical illustrations. Our approach is directly applicable in medical and biological illustration, and we demonstrate how it works as an interactive tool for focus+context visualization, as well as a generic technique for volume graphics",Carlos D. Correa;Deborah Silver;Min Chen 0001,Carlos Correa;Deborah Silver;Min Chen,"Department of Electrical and Computer Engineering, State University of New Jersey, Rutgers, USA;Department of Electrical and Computer Engineering, State University of New Jersey, Rutgers, USA;Department of Computer Science, University of Wales, Swansea, UK",10.1109/visual.2003.1250400;10.1109/visual.2000.885694;10.1109/visual.2003.1250400,"Illustrative visualization, Illustrative manipulation, GPU computing, volume rendering, volume deformation, computerassisted medical illustration",125.0,61.0,25.0,708.0,,,interactive manipulation volumetric;paper gpu;common depict cuts;medical biological;different alignments,0.6684;0.3553;0.3234;0.1470;0.0573,"[np.int64(-1), np.int64(-1), -1, -1, -1]",4;-1;-1;-1;-1,4,4,Volume Rendering Techniques
Vis,1995,On enhancing the speed of splatting with indexing,10.1109/visual.1995.480797,http://dx.doi.org/10.1109/VISUAL.1995.480797,69.0,,C,"Splatting is an object space direct volume rendering algorithm that produces images of high quality, but is computationally expensive like many other volume rendering algorithms. The paper presents a new technique that enhances the speed of splatting without trading off image quality. This new method reduces rendering time by employing a simple indexing mechanism which allows to visit and splat only the voxels of interest. It is shown that this algorithm is suitable for the dynamic situation in which viewing parameters and opacity transfer functions change interactively. We report experimental results on several test data sets of useful site and complexity, and discuss the cost/benefit trade off of our method.",Insung Ihm;Rae Kyoung Lee,Insung Ihm;Rae Kyoung Lee,"Department of Computer Science, Sogang University, Seoul, South Korea;Department of Computer Science, Sogang University, Seoul, South Korea",10.1109/visual.1990.146377;10.1109/visual.1990.146377,,40.0,3.0,13.0,48.0,,,volume rendering algorithms;splat;indexing mechanism allows;change interactively;test data sets,0.7297;0.2959;0.1286;0.0515;0.0459,"[np.int64(-1), -1, -1, -1, -1]",4;-1;-1;-1;-1,4,4,Volume Rendering Techniques
Vis,1999,Visualizing gridded datasets with large number of missing values,10.1109/visual.1999.809916,http://dx.doi.org/10.1109/VISUAL.1999.809916,405.0,551.0,C,"Much of the research in scientific visualization has focused on complete sets of gridded data. The paper presents our experience dealing with gridded data sets with a large number of missing or invalid data, and some of our experiments in addressing the shortcomings of standard off-the-shelf visualization algorithms. In particular, we discuss the options in modifying known algorithms to adjust to the specifics of sparse datasets, and provide a new technique to smooth out the side-effects of the operations. We apply our findings to data acquired from NEXRAD (NEXt generation RADars) weather radars, which usually have no more than 3 to 4 percent of all possible cell points filled.",Suzana Djurcilov;Alex Pang,S. Djurcilov;A. Pang,"Computer Science Department, University of California, Santa Cruz, USA;Computer Science Department, University of California, Santa Cruz, USA",10.1109/visual.1996.568145;10.1109/visual.1996.568145,,23.0,11.0,12.0,91.0,,,gridded data sets;nexrad generation radars;smooth effects operations;usually percent;missing invalid,0.6045;0.3215;0.0936;0.0649;0.0598,"[np.int64(-1), -1, -1, -1, -1]",-1;-1;-1;-1;-1,,-1,3D Medical Visualization
VAST,2016,NameClarifier: A Visual Analytics System for Author Name Disambiguation,10.1109/tvcg.2016.2598465,http://dx.doi.org/10.1109/TVCG.2016.2598465,141.0,150.0,J,"In this paper, we present a novel visual analytics system called NameClarifier to interactively disambiguate author names in publications by keeping humans in the loop. Specifically, NameClarifier quantifies and visualizes the similarities between ambiguous names and those that have been confirmed in digital libraries. The similarities are calculated using three key factors, namely, co-authorships, publication venues, and temporal information. Our system estimates all possible allocations, and then provides visual cues to users to help them validate every ambiguous case. By looping users in the disambiguation process, our system can achieve more reliable results than general data mining models for highly ambiguous cases. In addition, once an ambiguous case is resolved, the result is instantly added back to our system and serves as additional cues for all the remaining unidentified names. In this way, we open up the black box in traditional disambiguation processes, and help intuitively and comprehensively explain why the corresponding classifications should hold. We conducted two use cases and an expert review to demonstrate the effectiveness of NameClarifier.",Qiaomu Shen;Tongshuang Wu;Haiyan Yang;Yanhong Wu;Huamin Qu;Weiwei Cui,Qiaomu Shen;Tongshuang Wu;Haiyan Yang;Yanhong Wu;Huamin Qu;Weiwei Cui,Hong Kong University of Science and Technology;Hong Kong University of Science and Technology;Hong Kong University of Science and Technology;Hong Kong University of Science and Technology;Hong Kong University of Science and Technology;Microsoft Research,10.1109/tvcg.2012.252;10.1109/tvcg.2011.188;10.1109/vast.2006.261429;10.1109/tvcg.2012.252,Name disambiguation;analytical reasoning,47.0,26.0,41.0,1681.0,,,interactively disambiguate author;novel visual analytics;libraries similarities;cases addition;humans loop specifically,0.6837;0.3352;0.3076;0.1292;0.1121,"[np.int64(-1), -1, -1, -1, -1]",-1;-1;-1;-1;-1,,-1,3D Medical Visualization
VAST,2011,Exploring agent-based simulations using temporal graphs,10.1109/vast.2011.6102469,http://dx.doi.org/10.1109/VAST.2011.6102469,271.0,272.0,M,"Agent-based simulation has become a key technique for modeling and simulating dynamic, complicated behaviors in social and behavioral sciences. Lacking the appropriate tools and support, it is difficult for social scientists to thoroughly analyze the results of these simulations. In this work, we capture the complex relationships between discrete simulation states by visualizing the data as a temporal graph. In collaboration with expert analysts, we identify two graph structures which capture important relationships between pivotal states in the simulation and their inevitable outcomes. Finally, we demonstrate the utility of these structures in the interactive analysis of a large-scale social science simulation of political power in present-day Thailand.",R. Jordan Crouser;Jeremy G. Freeman;Remco Chang,R. Jordan Crouser;Jeremy G. Freeman;Remco Chang,"Tufts University, USA;Tufts University, USA;Tufts University, USA",0.1109/infvis.2005.1532126,,0.0,0.0,8.0,163.0,,,simulation political power;identify graph;day thailand;thoroughly analyze results;support difficult social,0.6789;0.2714;0.1644;0.1467;0.0936,"[np.int64(-1), -1, -1, -1, -1]",-1;-1;-1;-1;-1,,-1,3D Medical Visualization
Vis,2007,Visualization of Cosmological Particle-Based Datasets,10.1109/tvcg.2007.70526,http://dx.doi.org/10.1109/TVCG.2007.70526,1712.0,1718.0,J,"We describe our visualization process for a particle-based simulation of the formation of the first stars and their impact on cosmic history. The dataset consists of several hundred time-steps of point simulation data, with each time-step containing approximately two million point particles. For each time-step, we interpolate the point data onto a regular grid using a method taken from the radiance estimate of photon mapping [21]. We import the resulting regular grid representation into ParaView [24], with which we extract isosurfaces across multiple variables. Our images provide insights into the evolution of the early universe, tracing the cosmic transition from an initially homogeneous state to one of increasing complexity. Specifically, our visualizations capture the build-up of regions of ionized gas around the first stars, their evolution, and their complex interactions with the surrounding matter. These observations will guide the upcoming James Webb Space Telescope, the key astronomy mission of the next decade.",Paul A. Navrátil;Jarrett Johnson;Volker Bromm,Paul Navratil;Jarrett Johnson;Volker Bromm,"Texas Advanced Computing Center, University of Texas at Austin;Department of Astronomy, University of Technology, Austin, USA and Department of Astronomy, University of Texas at Austin;Department of Astronomy, University of Technology, Austin, USA and Department of Astronomy, University of Texas at Austin",10.1109/visual.2004.52;10.1109/visual.2004.29;10.1109/visual.2004.52,"Interpolation, Isosurface, Astronomy, Cosmology",51.0,23.0,41.0,403.0,,,early universe tracing;grid representation paraview;isosurfaces;james webb;homogeneous state increasing,0.6233;0.2497;0.2129;0.1076;0.0266,"[np.int64(-1), -1, -1, -1, -1]",0;-1;-1;-1;-1,0,0,Cosmological Data Analysis
InfoVis,2012,Visualizing Flow of Uncertainty through Analytical Processes,10.1109/tvcg.2012.285,http://dx.doi.org/10.1109/TVCG.2012.285,2526.0,2535.0,J,"Uncertainty can arise in any stage of a visual analytics process, especially in data-intensive applications with a sequence of data transformations. Additionally, throughout the process of multidimensional, multivariate data analysis, uncertainty due to data transformation and integration may split, merge, increase, or decrease. This dynamic characteristic along with other features of uncertainty pose a great challenge to effective uncertainty-aware visualization. This paper presents a new framework for modeling uncertainty and characterizing the evolution of the uncertainty information through analytical processes. Based on the framework, we have designed a visual metaphor called uncertainty flow to visually and intuitively summarize how uncertainty information propagates over the whole analysis pipeline. Our system allows analysts to interact with and analyze the uncertainty information at different levels of detail. Three experiments were conducted to demonstrate the effectiveness and intuitiveness of our design.",Yingcai Wu;Guo-Xun Yuan;Kwan-Liu Ma,Yingcai Wu;Guo-Xun Yuan;Kwan-Liu Ma,"University of California, Davis, USA;University of California,슠Davis, USA;University of California, Davis, USA",10.1109/tvcg.2008.137;10.1109/tvcg.2011.178;10.1109/infvis.2004.2;10.1109/infvis.2002.1173145;10.1109/visual.1993.398857;10.1109/vast.2009.5332611;10.1109/tvcg.2010.183;10.1109/tvcg.2009.114;10.1109/tvcg.2011.197;10.1109/tvcg.2010.176,"Uncertainty visualization, uncertainty quantification, uncertainty propagation, error ellipsoids, uncertainty fusion",69.0,43.0,46.0,1098.0,,,uncertainty aware visualization;analysts interact;transformations additionally process;sequence data;called,0.7671;0.3211;0.2009;0.1445;0.0247,"[np.int64(-1), -1, -1, -1, -1]",-1;-1;-1;-1;-1,,-1,3D Medical Visualization
